INDEX,Gender,Brand,Fragrance,Top,Heart,Base,Description,Longevity,Seasonal Use,Occasion,Projection/Sillage,Price,Rating,Overview
767,Unisex,Frederic Malle,Portrait of a Lady,"Turkish Rose, Raspberry, Blackcurrant","Cinnamon, Clove, Patchouli","Incense, Sandalwood, Musk",A spicy and floral fragrance with a rose centerpiece. It is a sophisticated scent with a rich and intense character.,Long-lasting,Fall & Winter,Formal (Evening),Strong projection,Exorbitant,4.5,"Unisex,Frederic Malle,Portrait of a Lady,Turkish Rose, Raspberry, Blackcurrant,Cinnamon, Clove, Patchouli,Incense, Sandalwood, Musk,A spicy and floral fragrance with a rose centerpiece. It is a sophisticated scent with a rich and intense character.,Long-lasting,Fall & Winter,Formal (Evening),Strong projection,Exorbitant,4.5"
768,Unisex,Evody,Poudre Impériale,"Bergamot, violet, almond, tonka bean","Iris, heliotrope, rose, jasmine","Sandalwood, musk, vanilla, amber",A powdery and floral unisex fragrance that exudes elegance and sophistication.,Moderate,Fall & Winter,Casual (Daytime),Moderate,Exorbitant,4.0,"Unisex,Evody,Poudre Impériale,Bergamot, violet, almond, tonka bean,Iris, heliotrope, rose, jasmine,Sandalwood, musk, vanilla, amber,A powdery and floral unisex fragrance that exudes elegance and sophistication.,Moderate,Fall & Winter,Casual (Daytime),Moderate,Exorbitant,4.0"
769,Women,Narciso Rodriguez,Poudrée,"Jasmine, Orange Blossom","Musk, Vetiver","White Wood, Cedar, Tonka Bean","A powdery floral fragrance, with musky and woody accords.",Moderate,All Seasons,All,Moderate,Expensive,3.8,"Women,Narciso Rodriguez,Poudrée,Jasmine, Orange Blossom,Musk, Vetiver,White Wood, Cedar, Tonka Bean,A powdery floral fragrance, with musky and woody accords.,Moderate,All Seasons,All,Moderate,Expensive,3.8"
770,Women,Bvlgari,Pour Femme,"Orange blossom, Bergamot","Violet, Jasmine, Rose","Musk, Sandalwood, Vanilla",A classic floral-oriental fragrance that exudes elegance and sophistication.,Moderate,All Seasons,Casual (Daytime),Moderate,Exorbitant,4.4,"Women,Bvlgari,Pour Femme,Orange blossom, Bergamot,Violet, Jasmine, Rose,Musk, Sandalwood, Vanilla,A classic floral-oriental fragrance that exudes elegance and sophistication.,Moderate,All Seasons,Casual (Daytime),Moderate,Exorbitant,4.4"
771,Women,Dolcé & Gabbána,Pour Femme,"Raspberry, Neroli","Orange Blossom, Jasmine","Vanilla, Marshmallow, Heliotrope","A sweet and fruity fragrance with a hint of floral notes, perfect for casual wear",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.4,"Women,Dolcé & Gabbána,Pour Femme,Raspberry, Neroli,Orange Blossom, Jasmine,Vanilla, Marshmallow, Heliotrope,A sweet and fruity fragrance with a hint of floral notes, perfect for casual wear,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.4"
772,Women,Versace,Pour Femme,"Frangipani Blossom, Jasmine, Bergamot","Eglantine Rose, Plum, Raspberry","Lebanese Cedarwood, Grey Amber, Musk",A classic and elegant fragrance that embodies femininity and sensuality,Moderate,Fall & Winter,Casual (Daytime),Moderate,Expensive,4.5,"Women,Versace,Pour Femme,Frangipani Blossom, Jasmine, Bergamot,Eglantine Rose, Plum, Raspberry,Lebanese Cedarwood, Grey Amber, Musk,A classic and elegant fragrance that embodies femininity and sensuality,Moderate,Fall & Winter,Casual (Daytime),Moderate,Expensive,4.5"
773,Women,Versace,Pour Femme Dylan Blue,"Blackcurrant, Granny Smith, Clover, Forget-me-not","Rosyfolia, Eglantine Rose, Petalia, Rosyfolia","Musk, Styrax, White Woods, Patchouli",A floral and woody fragrance that represents strength and sensuality,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.6,"Women,Versace,Pour Femme Dylan Blue,Blackcurrant, Granny Smith, Clover, Forget-me-not,Rosyfolia, Eglantine Rose, Petalia, Rosyfolia,Musk, Styrax, White Woods, Patchouli,A floral and woody fragrance that represents strength and sensuality,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.6"
774,Women,Dolcé & Gabbána,Pour Femme Intense,"Green Mandarin, Neroli","Orange Blossom, Tuberose","Sandalwood, Marshmallow, Vanilla","A more intense version of the classic Pour Femme fragrance with a blend of floral and sweet notes, perfect for evening wear",Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.0,"Women,Dolcé & Gabbána,Pour Femme Intense,Green Mandarin, Neroli,Orange Blossom, Tuberose,Sandalwood, Marshmallow, Vanilla,A more intense version of the classic Pour Femme fragrance with a blend of floral and sweet notes, perfect for evening wear,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.0"
775,Men,Bvlgari,Pour Homme,"Darjeeling Tea, Bergamot, Orange Blossom","Pepper, Coriander, Cardamom","Amber, Musk, Woodsy Notes",A fresh and light fragrance that's perfect for everyday wear. The notes of tea and bergamot give it a clean and refreshing scent.,Moderate,All Seasons,All,Moderate,Expensive,4.4,"Men,Bvlgari,Pour Homme,Darjeeling Tea, Bergamot, Orange Blossom,Pepper, Coriander, Cardamom,Amber, Musk, Woodsy Notes,A fresh and light fragrance that's perfect for everyday wear. The notes of tea and bergamot give it a clean and refreshing scent.,Moderate,All Seasons,All,Moderate,Expensive,4.4"
776,Men,Dolcé & Gabbána,Pour Homme,"Bergamot, mandarin, orange","Neroli, lavender, sage","Tobacco, cedarwood, tonka bean","A classic and refined fragrance with a warm and spicy feel, perfect for a sophisticated gentleman.",Moderate,All Seasons,All,Moderate,Expensive,4.5,"Men,Dolcé & Gabbána,Pour Homme,Bergamot, mandarin, orange,Neroli, lavender, sage,Tobacco, cedarwood, tonka bean,A classic and refined fragrance with a warm and spicy feel, perfect for a sophisticated gentleman.,Moderate,All Seasons,All,Moderate,Expensive,4.5"
777,Men,Gucci,Pour Homme,"White Pepper, Ginger","Leather, Nutmeg","Cedarwood, Amber","A spicy and woody fragrance with a mix of fresh and warm notes, perfect for the confident and refined man.",Long-lasting,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.3,"Men,Gucci,Pour Homme,White Pepper, Ginger,Leather, Nutmeg,Cedarwood, Amber,A spicy and woody fragrance with a mix of fresh and warm notes, perfect for the confident and refined man.,Long-lasting,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.3"
778,Men,Versace,Pour Homme,"Bergamot, Neroli, Citron of diamante, Bitter orange leaves","Geranium, Blue hyacinth, Cedarwood, Clary sage","Oud, Amber, Tonka bean, Musk","A fresh, aromatic fragrance with a Mediterranean spirit, inspired by the harmony of nature and the Mediterranean sea.",Long-lasting,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.5,"Men,Versace,Pour Homme,Bergamot, Neroli, Citron of diamante, Bitter orange leaves,Geranium, Blue hyacinth, Cedarwood, Clary sage,Oud, Amber, Tonka bean, Musk,A fresh, aromatic fragrance with a Mediterranean spirit, inspired by the harmony of nature and the Mediterranean sea.,Long-lasting,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.5"
779,Men,Versace,Pour Homme,"Citrus, Neroli, Bergamot, Rose de Mai","Hyacinth, Clary Sage, Cedar, Geranium","Tonka Bean, Musk, Amber","A fresh, woody fragrance with Mediterranean touches",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.6,"Men,Versace,Pour Homme,Citrus, Neroli, Bergamot, Rose de Mai,Hyacinth, Clary Sage, Cedar, Geranium,Tonka Bean, Musk, Amber,A fresh, woody fragrance with Mediterranean touches,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.6"
780,Men,Chanel,Pour Monsieur,"Lemon, Petitgrain","Cardamom, Ginger","Vetiver, Oakmoss","A classic and refined fragrance with a mix of citrus and spicy notes, perfect for the elegant and sophisticated man.",Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.5,"Men,Chanel,Pour Monsieur,Lemon, Petitgrain,Cardamom, Ginger,Vetiver, Oakmoss,A classic and refined fragrance with a mix of citrus and spicy notes, perfect for the elegant and sophisticated man.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.5"
781,Unisex,L'Artisan Parfumeur,Premier Figuier,"Fig Leaves, Almond Milk","Fig, Sandalwood, Cedar","Vanilla, Coconut","Premier Figuier by L'Artisan Parfumeur is a unisex fragrance that features fig leaves, almond milk, fig, sandalwood, cedar, and vanilla. It's a fresh and green scent that's perfect for spring and summer. This perfume has an average user rating of 4.1 out of 5 stars.",Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate to Strong,Exorbitant,4.1,"Unisex,L'Artisan Parfumeur,Premier Figuier,Fig Leaves, Almond Milk,Fig, Sandalwood, Cedar,Vanilla, Coconut,Premier Figuier by L'Artisan Parfumeur is a unisex fragrance that features fig leaves, almond milk, fig, sandalwood, cedar, and vanilla. It's a fresh and green scent that's perfect for spring and summer. This perfume has an average user rating of 4.1 out of 5 stars.,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate to Strong,Exorbitant,4.1"
782,Women,Gucci,Premiere,"Bergamot, Orange Blossom","Leather, White Flowers, Musk","Wood, Patchouli, Sandalwood","A luxurious, sophisticated scent that captures the glamour and red carpet allure of Hollywood.",Long-lasting,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.4,"Women,Gucci,Premiere,Bergamot, Orange Blossom,Leather, White Flowers, Musk,Wood, Patchouli, Sandalwood,A luxurious, sophisticated scent that captures the glamour and red carpet allure of Hollywood.,Long-lasting,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.4"
783,Men,Montblanc,Presence,"Ginger, Cinnamon, Bergamot","Sage, Heliotrope, White Musk","Tonka Bean, Sandalwood, Amber, Benzoin",A warm and spicy scent with a woody base that is perfect for the colder months.,Moderate,Fall & Winter,Formal (Evening),Moderate,Expensive,4.3,"Men,Montblanc,Presence,Ginger, Cinnamon, Bergamot,Sage, Heliotrope, White Musk,Tonka Bean, Sandalwood, Amber, Benzoin,A warm and spicy scent with a woody base that is perfect for the colder months.,Moderate,Fall & Winter,Formal (Evening),Moderate,Expensive,4.3"
784,Women,Elizabeth Arden,Pretty,"Italian Mandarin, Orange Blossom, Peach Nectar, Petalia","Star Jasmine, Pink Iris, White Peony","Fluffy Musk, Jacaranda Wood, Creamy Amber",A feminine and romantic fragrance that embodies beauty and grace with its floral and fruity scent.,Long-lasting,All Seasons,Casual (All),Moderate,Expensive,4.5,"Women,Elizabeth Arden,Pretty,Italian Mandarin, Orange Blossom, Peach Nectar, Petalia,Star Jasmine, Pink Iris, White Peony,Fluffy Musk, Jacaranda Wood, Creamy Amber,A feminine and romantic fragrance that embodies beauty and grace with its floral and fruity scent.,Long-lasting,All Seasons,Casual (All),Moderate,Expensive,4.5"
785,Men,Fort & Manlé,Primitivo,"Bergamot, black pepper, cardamom","Jasmine, ylang-ylang, violet, cumin","Leather, patchouli, benzoin, vanilla","Primitivo is an aromatic and spicy fragrance for men. It is inspired by the vineyards of Puglia in southern Italy. The scent features fruity and spicy top notes, a floral heart, and a leathery base.",Moderate to long-lasting,Fall & Winter,Casual (Daytime),Moderate to Heavy,Expensive,4.4,"Men,Fort & Manlé,Primitivo,Bergamot, black pepper, cardamom,Jasmine, ylang-ylang, violet, cumin,Leather, patchouli, benzoin, vanilla,Primitivo is an aromatic and spicy fragrance for men. It is inspired by the vineyards of Puglia in southern Italy. The scent features fruity and spicy top notes, a floral heart, and a leathery base.,Moderate to long-lasting,Fall & Winter,Casual (Daytime),Moderate to Heavy,Expensive,4.4"
786,Women,Vera Wang,Princess,"Water Lily, Lady Apple, Mandarin Meringue","Pink Guava, Tahitian Tiare Flower, Wild Tuberose","Dark Chocolate, Vanilla, Amber","A magical, whimsical scent fit for a modern-day princess with a touch of sweetness and warmth.",Moderate to long-lasting,All Seasons,All,Moderate,Expensive,4.5,"Women,Vera Wang,Princess,Water Lily, Lady Apple, Mandarin Meringue,Pink Guava, Tahitian Tiare Flower, Wild Tuberose,Dark Chocolate, Vanilla, Amber,A magical, whimsical scent fit for a modern-day princess with a touch of sweetness and warmth.,Moderate to long-lasting,All Seasons,All,Moderate,Expensive,4.5"
787,Women,Vera Wang,Princess,"Water Lily, Lady Apple, Mandarin Meringue","Pink Guava, Tahitian Tiare Flower, Tuberose","Vanilla, Amber, Forbidden Woods","A playful and exotic fragrance, Princess opens with fresh fruity notes, leading into a heart of floral sweetness and finishing with a warm, woody base.",Short,All Seasons,Casual (All),Heavy,Expensive,4.6,"Women,Vera Wang,Princess,Water Lily, Lady Apple, Mandarin Meringue,Pink Guava, Tahitian Tiare Flower, Tuberose,Vanilla, Amber, Forbidden Woods,A playful and exotic fragrance, Princess opens with fresh fruity notes, leading into a heart of floral sweetness and finishing with a warm, woody base.,Short,All Seasons,Casual (All),Heavy,Expensive,4.6"
788,Unisex,Tom Ford,Private Blend Ombre Leather,"Cardamom, Jasmine Sambac, Leather","Patchouli, Moss, Amber","White Moss, Patchouli, Vanilla",A luxurious and sensuous leather fragrance with spicy and woody undertones.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.6,"Unisex,Tom Ford,Private Blend Ombre Leather,Cardamom, Jasmine Sambac, Leather,Patchouli, Moss, Amber,White Moss, Patchouli, Vanilla,A luxurious and sensuous leather fragrance with spicy and woody undertones.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.6"
789,Women,Estée Lauder,Private Collection Tuberose Gardenia,"Neroli, Lilac, Rosewood","Tuberose, Gardenia, Jasmine","White Lily, Carnation, Vanilla Bourbon",Private Collection Tuberose Gardenia is a floral fragrance with a creamy and elegant scent. It's perfect for those who enjoy classic and sophisticated fragrances.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.6,"Women,Estée Lauder,Private Collection Tuberose Gardenia,Neroli, Lilac, Rosewood,Tuberose, Gardenia, Jasmine,White Lily, Carnation, Vanilla Bourbon,Private Collection Tuberose Gardenia is a floral fragrance with a creamy and elegant scent. It's perfect for those who enjoy classic and sophisticated fragrances.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.6"
790,Unisex,Estée Lauder,Private Collection Tuberose Gardenia,"Neroli, lilac, rosewood","Tuberose, gardenia, jasmine","Cashmere wood, sandalwood, vanilla",A floral fragrance that combines the intoxicating scents of tuberose and gardenia,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.7,"Unisex,Estée Lauder,Private Collection Tuberose Gardenia,Neroli, lilac, rosewood,Tuberose, gardenia, jasmine,Cashmere wood, sandalwood, vanilla,A floral fragrance that combines the intoxicating scents of tuberose and gardenia,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.7"
791,Men,Gìorgìo àrmànì,Privé Bois d'Encens,"Incense, Cedarwood","Vetiver, Patchouli","Amber, Vanilla","A woody and mystical fragrance with a blend of resinous and smoky notes, perfect for the adventurous and free-spirited man.",Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.3,"Men,Gìorgìo àrmànì,Privé Bois d'Encens,Incense, Cedarwood,Vetiver, Patchouli,Amber, Vanilla,A woody and mystical fragrance with a blend of resinous and smoky notes, perfect for the adventurous and free-spirited man.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.3"
792,Men,Gìorgìo àrmànì,Privé Cuir Noir,"Leather, Saffron","Oud, Lavender","Vanilla, Benzoin","A bold and sensual fragrance with a mix of leather and oriental notes, perfect for the daring and confident man.",Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.5,"Men,Gìorgìo àrmànì,Privé Cuir Noir,Leather, Saffron,Oud, Lavender,Vanilla, Benzoin,A bold and sensual fragrance with a mix of leather and oriental notes, perfect for the daring and confident man.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.5"
793,Men,Gìorgìo àrmànì,Privé Figuier Eden,"Fig Leaf, Mandarin","Galbanum, Jasmine","Fig Tree Wood, Olive Tree Wood","A fresh and green fragrance with a blend of fruity and woody notes, perfect for spring and summer.",Long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.2,"Men,Gìorgìo àrmànì,Privé Figuier Eden,Fig Leaf, Mandarin,Galbanum, Jasmine,Fig Tree Wood, Olive Tree Wood,A fresh and green fragrance with a blend of fruity and woody notes, perfect for spring and summer.,Long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.2"
794,Women,Gìorgìo àrmànì,Privé Oud Royal,"Calabrian Bergamot, Saffron, Pink Pepper","Oud, Rose, Amber","Sandalwood, Cedarwood, Vanilla",A majestic and sophisticated fragrance that celebrates the nobility of oud wood,Long-lasting,Fall & Winter,Casual (Evening),Heavy,Exorbitant,4.6,"Women,Gìorgìo àrmànì,Privé Oud Royal,Calabrian Bergamot, Saffron, Pink Pepper,Oud, Rose, Amber,Sandalwood, Cedarwood, Vanilla,A majestic and sophisticated fragrance that celebrates the nobility of oud wood,Long-lasting,Fall & Winter,Casual (Evening),Heavy,Exorbitant,4.6"
795,Men,Gìorgìo àrmànì,Privé Oud Royal,"Bergamot, Saffron","Rose, Oud","Amber, Cedarwood","A luxurious and exotic fragrance with a mix of spicy and woody notes, perfect for the sophisticated and discerning man.",Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4,"Men,Gìorgìo àrmànì,Privé Oud Royal,Bergamot, Saffron,Rose, Oud,Amber, Cedarwood,A luxurious and exotic fragrance with a mix of spicy and woody notes, perfect for the sophisticated and discerning man.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4"
796,Women,Gìorgìo àrmànì,Privé Pivoine Suzhou,"Mandarin, Pink Pepper, Raspberry","Peony, May Rose, Chinese Osmanthus","Patchouli, Amber, Musk",A delicate and floral fragrance inspired by the ancient Chinese city of Suzhou,Moderate,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.8,"Women,Gìorgìo àrmànì,Privé Pivoine Suzhou,Mandarin, Pink Pepper, Raspberry,Peony, May Rose, Chinese Osmanthus,Patchouli, Amber, Musk,A delicate and floral fragrance inspired by the ancient Chinese city of Suzhou,Moderate,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.8"
