Gender,Brand,Fragrance,Top,Heart,Base,Description,Rating,Longevity,Seasonal Use,Occasion,Price,Projection/Sillage
Men,Tom Ford,Costa Azzurra,"Juniper, Myrtle","Cypress, Pine Needles","Labdanum, Vanilla","A fresh and aromatic fragrance with a mix of herbal and woody notes, perfect for the adventurous and free-spirited man.",4.4,Long-lasting,Spring & Summer,Casual (Daytime),$$$,Moderate
Men,Tom Ford,Mandarino Di Amalfi,"Tarragon, Mint","Blackcurrant, Grapefruit","Basil, Amber","A fresh and citrusy fragrance with a blend of herbal and fruity notes, perfect for the energetic and playful man.",4.4,Moderate,Spring & Summer,Casual (Daytime),$$$,Moderate
Men,Tom Ford,Neroli Portofino,"Bergamot, Mandarin","Neroli, Orange Blossom","Amber, Musk","A fresh and floral fragrance with a mix of citrus and musky notes, perfect for the elegant and sophisticated man.",4.5,Moderate,Spring & Summer,Casual (Daytime),$$$,Moderate
Men,Tom Ford,Beau de Jour,"Lavender, Rosemary","Geranium, Oakmoss","Patchouli, Amber","A fresh and aromatic fragrance with a mix of herbal and woody notes, perfect for the confident and refined man.",4.6,Long-lasting,Fall & Winter,Formal (All),$$$,Moderate
Men,Tom Ford,Tuscan Leather,"Saffron, Raspberry","Thyme, Jasmine","Leather, Amber","A bold and smoky fragrance with a mix of fruity and leather notes, perfect for the confident and powerful man.",4.7,Long-lasting,Fall & Winter,Formal (All),$$$,Heavy
Unisex,Tom Ford,Black Orchid,"Jasmine, Gardenia, Blackcurrant","Ylang-Ylang, Lotus, Orchid","Patchouli, Sandalwood, Vanilla",A luxurious and sensual fragrance that is both spicy and floral. It is a unisex fragrance with a dark and mysterious character.,4.3,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Unisex,Tom Ford,Oud Wood,"Rosewood, Cardamom, Chinese Pepper","Oud Wood, Sandalwood, Vetiver","Tonka Bean, Amber, Vanilla",A woody and aromatic fragrance with a warm and exotic character. It is a unisex fragrance with a strong and sensual aroma.,4.4,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Unisex,Tom Ford,Neroli Portofino,"Citrus, Bergamot, Mandarin","Neroli, Orange Blossom, Jasmine","Amber, Vetiver, Angelica",A fresh and citrusy fragrance with a light and airy character. It is a unisex fragrance that captures the essence of the Italian Riviera.,4.2,Moderate,Spring & Summer,Casual (Daytime),$$$,Moderate
Unisex,Tom Ford,Tobacco Vanille,"Tobacco, Vanilla, Tonka Bean","Cacao, Tobacco Flower, Dried Fruits",Woody Notes,"A warm, spicy, and sweet fragrance with a strong tobacco and vanilla scent, perfect for cold weather.",4.6,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Unisex,Tom Ford,Oud Wood,"Rosewood, Cardamom, Chinese pepper","Oud, Vetiver, Tonka bean","Amber, Sandalwood, Vanilla",A woody and spicy fragrance with a smoky and luxurious aroma,4.7,Long-lasting,Fall & Winter,Formal (All),$$$,Moderate projection
Unisex,Tom Ford,Neroli Portofino,"Bergamot, Mandarin, Lemon","Neroli, Orange blossom, Lavender","Amber, Vetiver, Angelica root",A citrusy and floral fragrance with a light and breezy vibe inspired by the Italian Riviera,4.3,Moderate to long-lasting,Spring & Summer,Casual (All),$$$,Moderate projection
Unisex,Tom Ford,Private Blend Ombre Leather,"Cardamom, Jasmine Sambac, Leather","Patchouli, Moss, Amber","White Moss, Patchouli, Vanilla",A luxurious and sensuous leather fragrance with spicy and woody undertones.,4.6,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Unisex,Tom Ford,Grey Vetiver,"Citrus, spices, sage","Orris, vetiver, orange blossom","Amber woods, oakmoss, musk","A classic fragrance from Tom Ford, Grey Vetiver is a unisex scent that opens with a burst of citrus and spices, including grapefruit, orange, and sage. The heart reveals orris, vetiver, and orange blossom, while the dry down features amber woods, oakmoss, and musk. This is a versatile fragrance that can be worn year-round and is suitable for any occasion. It has a refined and sophisticated feel that is perfect for those who appreciate a classic scent with a modern twist.",4.3,Long-lasting,Fall & Winter,All,$$$,Moderate to Heavy
Unisex,Tom Ford,Vanille Fatale,"Vanilla, Coffee","Saffron, Myrrh, Olibanum","Frankincense, Mahogany",A warm and spicy fragrance with a prominent vanilla note. Suitable for cooler weather and evening wear.,4.0,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Unisex,Tom Ford,Vert de Bois,"Spices, Bergamot","Galbanum, Jasmine, Pepper, Mint","Vetiver, Cedarwood",A fresh and green fragrance with a woody base. Suitable for daytime wear in warmer weather.,4.3,Moderate to long-lasting,Fall & Winter,All,$$$,Moderate to Heavy
Women,Tom Ford,Fleur de Chine,"Osmanthus, Magnolia, Violet, Jasmine","Chinese Plum, Lily, Peach Blossom, Rose","Patchouli, Vanilla, Musk","A floral fragrance inspired by the beauty and grace of Chinese women, with a delicate blend of osmanthus, magnolia, and jasmine.",4.3,Moderate,Spring & Fall,Casual (Daytime),$$$,Moderate
Unisex,Tom Ford,Oud Fleur,"Oud, Rose, Patchouli, Agarwood","Saffron, Indian Kulfi, Turkish Rose","Sandalwood, Amber, Vanilla","A rich and complex fragrance with a powerful oud base, infused with sweet floral and spicy notes.",4.2,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Women,Tom Ford,Soleil Blanc,"Bergamot, Cardamom, Pink Pepper, Pistachio","Ylang-ylang, Jasmine, Tuberose","Coconut, Amber, Benzoin","A warm and sensual fragrance inspired by the sun-kissed beaches of the Mediterranean, with a delicate blend of floral and nutty notes.",4.4,Moderate,Spring & Summer,Casual (Daytime),$$$,Moderate
Women,Tom Ford,Oud Wood Intense,"Chinese Pepper, Cardamom, Nutmeg","Sandalwood, Oud, Angelica, Juniper Berry","Cedar, Vanilla, Amber, Vetiver",A woody spicy fragrance for women and men. A powerful and luxurious scent with a blend of oriental notes that create a unique and memorable aroma.,4.6,Long-lasting,Fall & Winter,Formal (All),$$$,Strong
Women,Tom Ford,Orchid Soleil,"Pink pepper, bitter orange, cypress","Spider lily, tuberose","Vanilla, chestnut cream, patchouli",A warm and spicy fragrance with floral and woody notes,4.4,Long-lasting,Spring & Summer,Formal (Evening),$$$,Strong
Women,Tom Ford,White Patchouli,"Bergamot, peony, coriander","Rose, jasmine, ambrette seed","Patchouli, woody notes",A modern and sophisticated fragrance with a woody and floral composition,4.2,Long-lasting,Fall & Winter,Formal (Evening),$$$,Strong
Women,Tom Ford,Neroli Portofino,"Bergamot, mandarin, lemon","Neroli, orange blossom, jasmine","Amber, musk",A fresh and vibrant fragrance that captures the essence of the Italian Riviera,4.6,Long-lasting,Spring & Summer,Casual (Daytime),$$$,Strong
Unisex,Tom Ford,Tuscan Leather Intense,"Leather, Saffron, Raspberry","Jasmine, Rose, Frankincense","Amber, Woody Notes, Oud","A rich and luxurious unisex fragrance with a strong leather note, complemented by sweet and spicy top notes and a woody base.",4.5,Long-lasting,Fall & Winter,Formal (Evening),$$$,Strong
Unisex,Tommi Sooni,Eau de Tommi Sooni III,"Bergamot, grapefruit, lemon","Green tea, jasmine, rose","Musk, amber, oakmoss",A fresh and green fragrance that captures the essence of the Australian landscape,4.6,Moderate,Spring & Summer,Casual (Daytime),$$$,Moderate
Women,Valentino,Valentino Donna,"Bergamot, iris, rose","Leather, patchouli","Vanilla, tonka bean","A timeless and feminine fragrance with a mix of floral and woody notes, highlighted by a touch of leather.",4.6,Moderate to long-lasting,Fall & Winter,Casual (Evening),$$$,Moderate
Women,Vera Wang,Princess,"Water Lily, Lady Apple, Mandarin Meringue","Pink Guava, Tahitian Tiare Flower, Wild Tuberose","Dark Chocolate, Vanilla, Amber","A magical, whimsical scent fit for a modern-day princess with a touch of sweetness and warmth.",4.5,Moderate to long-lasting,All Seasons,All,$$,Moderate
Women,Vera Wang,Lovestruck,"Pink Guava, Angelica, Mandarin","Tuberose, Lotus Blossom, Jasmine","Woods, Musk, Vanilla",A passionate and feminine scent inspired by a modern-day Romeo and Juliet love story.,4.2,Moderate,Spring & Summer,All,$$,Moderate
Women,Vera Wang,Embrace Marigold and Gardenia,"Pear, Red Apple, Mandarin Orange","Gardenia, Jasmine, Tuberose","Sandalwood, Vanilla, Musk",A floral and fruity scent that captures the essence of a spring garden in full bloom.,4.3,Moderate,Spring & Summer,All,$,Moderate
Women,Vera Wang,Embrace Periwinkle and Iris,"Bergamot, Lemon, Violet Leaves","Periwinkle, Iris, Blue Jasmine","Vanilla, Benzoin, Whipped Sugar",A fresh and clean scent with a hint of sweetness and a touch of elegance.,4.1,Moderate,Spring & Summer,All,$,Moderate
Women,Vera Wang,Hippie Princess,"Red Mango, White Freesia, Mandarin","Red Hibiscus, Water Lily, Lotus Flower","Amber Crystals, Musk, Vetiver",A bohemian and free-spirited scent that transports you to a summer music festival.,4.6,Moderate to long-lasting,Spring & Fall,Casual (Daytime),$$,Moderate
Women,Vera Wang,Glam Princess,"Red Currant, Guava, Pear","Orange Blossom, Vanilla Orchid, Honeysuckle","Ambrette Seed, Sugar, Marshmallow","A bold and glamorous scent fit for a queen, with a fruity and floral touch.",4.3,Moderate to long-lasting,Fall & Winter,Casual (Evening),$$,Moderate
Women,Vera Wang,Vera Wang For Women,"Bulgarian Rose, Mandarin, Lotus Flower","Gardenia, Stephanotis, Iris","White Woods, Floral, Musk",A classic and elegant scent that is both timeless and modern.,4.4,Moderate,All Seasons,Formal (Daytime),$$$,Moderate
Women,Vera Wang,Be Jeweled,"Pomegranate, Redcurrant, Champagne","Passion Fruit, Honeysuckle, Pink Peony","Musk, Sandalwood, Amber",A sparkling and vibrant scent inspired by the colorful world of gemstones.,4.2,Moderate to long-lasting,All Seasons,Casual (Daytime),$$$,Moderate
Women,Vera Wang,Truly Pink,"White Freesia, Cassis, Lychee","Peony, Pink Rose, Lily of the Valley","Iris, Creamy Woods, Violet Woods",A delicate and romantic scent with a touch of sweetness and softness.,4.5,Moderate to long-lasting,All Seasons,Casual (Daytime),$$,Moderate
Women,Vera Wang,Bouquet,"Blackcurrant Leaf, Mandarin Orange, Violet Leaf","Freesia, Red Rose, Lily-of-the-Valley","Iris, Sandalwood, Musk",A modern and feminine scent that captures the beauty and charm of a fresh bouquet of flowers.,4.1,Moderate to long-lasting,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Vera Wang,Princess,"Water Lily, Lady Apple, Mandarin Meringue","Pink Guava, Tahitian Tiare Flower, Tuberose","Vanilla, Amber, Forbidden Woods","A playful and exotic fragrance, Princess opens with fresh fruity notes, leading into a heart of floral sweetness and finishing with a warm, woody base.",4.6,Short,All Seasons,Casual (All),$$,Heavy
Women,Vera Wang,Lovestruck,"Pink Guava, Mandarin, Angelica Blossom","Tuberose, Lotus Blossom","Woody Notes, Musk","A youthful, romantic scent, Lovestruck opens with bright citrus and fruity notes, moving into a heart of delicate florals, and finishing with a warm, musky base.",4.4,Short,Spring & Summer,Casual (All),$$,Heavy
Women,Vera Wang,Embrace Marigold & Gardenia,"Bergamot, Mandarin, Nectarine","Marigold, Gardenia, Orange Blossom","Cedarwood, Musk, Vanilla","A bright and fresh fragrance, Embrace Marigold & Gardenia features juicy citrus and fruity top notes, a heart of lush florals, and a warm, comforting base.",4.3,Short,Spring & Summer,Casual (All),$,Moderate
Women,Vera Wang,Embrace Rose Buds & Vanilla,"Pear, Mandarin Orange, Litchi","Rose, Cyclamen, Lily","Vanilla, Tonka Bean, Musk","A sweet and feminine fragrance, Embrace Rose Buds & Vanilla opens with fruity and floral notes, moving into a heart of classic blooms, and finishing with a creamy, vanilla base.",4.4,Short,Fall & Winter,Casual (All),$,Moderate
Women,Vera Wang,Embrace Periwinkle & Iris,"Bergamot, Mandarin Orange, Violet Leaf","Periwinkle, Iris, Blue Jasmine","Cedarwood, Musk, Vanilla","A clean and refreshing scent, Embrace Periwinkle & Iris features crisp citrus and green notes, a heart of delicate florals, and a warm, woody base.",4.4,Short,Spring & Summer,Casual (All),$,Moderate
Women,Versace,Bright Crystal,"Yuzu, Pomegranate, Iced accord","Peony, Magnolia, Lotus","Amber, Acajou wood, Musk","A fresh, vibrant and floral fragrance that evokes the scent of a crystal",4.7,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Versace,Crystal Noir,"Gardenia, Amber","Tuberose, Cardamom","Sandalwood, Musk",A mysterious and sensual fragrance with oriental and floral notes,4.5,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Women,Versace,Dylan Blue,"Blackcurrant, Apple, Clover, Forget-me-not","Jasmine, Peach, Petalia","Patchouli, Musk, Styrax, White Woods",A refreshing and intense fragrance that represents strength and sensuality,4.6,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Women,Versace,Eros Pour Femme,"Sicilian Lemon, Calabrian Bergamot, Pomegranate","Lemon Flower, Jasmine Sambac, Jasmine Infusion","White Musk, Woody, Sensual","A fragrance that represents passion and seduction, with a blend of feminine and sensual notes",4.6,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Women,Versace,Pour Femme,"Frangipani Blossom, Jasmine, Bergamot","Eglantine Rose, Plum, Raspberry","Lebanese Cedarwood, Grey Amber, Musk",A classic and elegant fragrance that embodies femininity and sensuality,4.5,Moderate,Fall & Winter,Casual (Daytime),$$,Moderate
Women,Versace,Yellow Diamond,"Citron, Pear Sorbet, Bergamot","Neroli, Orange Blossom, Freesia, Mimosa","Amber, Palomino, Musk","A fresh and floral fragrance that captures the essence of joy, happiness, and sunshine",4.6,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Versace,Signature,"Guava, Blackcurrant, Wisteria, Lilac","Jasmine, Lotus, Orchid","Musk, Vetiver, Cedarwood",A romantic and sensual fragrance that exudes confidence and elegance,4.4,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Versace,Woman,"Frangipani Blossom, Jasmine, Wild Rose, Bergamot","Plum, Raspberry, Lotus, Lebanese Cedarwood","Grey Amber, Musk, Inoki Wood",A bold and modern fragrance that represents femininity and sensuality with a touch of elegance,4.3,Moderate,Fall & Winter,Casual (Daytime),$$,Moderate
Women,Versace,Vanitas,"Lime, Freesia","Tiare Flower, Virginia Cedar, Mimosa","Tonka Bean, Vanilla, Virginia Cedar",A sophisticated and feminine fragrance that represents beauty and sensuality,4.6,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Women,Versace,Pour Femme Dylan Blue,"Blackcurrant, Granny Smith, Clover, Forget-me-not","Rosyfolia, Eglantine Rose, Petalia, Rosyfolia","Musk, Styrax, White Woods, Patchouli",A floral and woody fragrance that represents strength and sensuality,4.6,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Men,Versace,Eros,"Mint oil, Italian lemon, Green apple","Tonka bean, Geranium flower, Vanilla, Vetiver","Cedarwood, Atlas cedarwood, Virginia cedarwood, Oakmoss","An aromatic fougere fragrance with fresh, minty, and woody notes. It is inspired by Greek mythology and the god of love, Eros.",4.7,Long-lasting,Fall & Winter,Casual (Evening),$$$,Heavy
Men,Versace,Dylan Blue,"Calabrian bergamot, Grapefruit, Fig leaves","Violet leaves, Papyrus woods, Ambrox","Musk, Incense, Tonka bean","A fresh, spicy, and woody fragrance inspired by the Mediterranean and the modern, confident man.",4.6,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Men,Versace,Pour Homme,"Bergamot, Neroli, Citron of diamante, Bitter orange leaves","Geranium, Blue hyacinth, Cedarwood, Clary sage","Oud, Amber, Tonka bean, Musk","A fresh, aromatic fragrance with a Mediterranean spirit, inspired by the harmony of nature and the Mediterranean sea.",4.5,Long-lasting,Spring & Summer,Casual (Daytime),$$,Moderate
Men,Versace,Man Eau Fraîche,"Bergamot, Lemon, Carambola (starfruit)","Pepper, Cardamom, Cedarwood","Musk, Woodsy notes","A fresh, aquatic fragrance with a Mediterranean touch, inspired by the Virile, sensual and confident man.",4.6,Long-lasting,Spring & Summer,Casual (Daytime),$$,Moderate
Men,Versace,Dreamer,"Juniper, Artemisia, Tarragon, Galbanum","Lily, Iris, Carnation","Leather, Amber, Tonka bean","A romantic, oriental fragrance that evokes a dreamlike world, where the imagination runs wild and the senses are awakened.",4.6,Long-lasting,Fall & Winter,Formal (Evening),$$,Heavy
Men,Versace,Eau Fraîche,"Lemon, Bergamot, Rosewood, Rose","Cedarwood, Geranium, Sichuan pepper","Amber, Tonka bean, Musk","A fresh, aquatic fragrance that captures the spirit of the Mediterranean and the modern, sensual man.",4.6,Moderate,Spring & Summer,Casual (Daytime),$$,Moderate
Men,Versace,Oud Noir,"Bitter orange, Neroli, Black pepper","Cardamom, Saffron, Olibanum","Oud wood, Patchouli, Leatherwood","An oriental, woody fragrance that captures the mystery and sensuality of the Middle East, where precious oud wood is revered.",4.4,Long-lasting,Fall & Winter,Formal (Evening),$$$,Heavy
Men,Versace,Eros Flame,"Chinotto, Lemon, Cardamom","Pepperwood, Geranium, Rosemary","Texas cedarwood, Haitian vetiver, Sandalwood, Vanilla","A warm, spicy, and woody fragrance that evokes the passion and intensity of love, inspired by the Greek god of love, Eros.",4.6,Long-lasting,Fall & Winter,Casual (Evening),$$$,Heavy
